CODE,PSY312H1-S-20229-LEC-5101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,11
1657659562,11
1657678580,11
1657700377,11
1657734892,11
1657736031,11
1657737680,11
1657744796,11
1657780717,11
1657815723,12
1657827444,12
1657841424,12
1657851524,12
1657853756,12
1657868023,12
1657911025,47
1657914749,47
1657938204,47
1657991885,49
1658011963,49
1658085387,50
1658086283,50
1658101152,50
1658101473,50
1658117893,50
1658120808,50
1658149282,50
1658163609,50
1658192584,50
1658255580,55
1658255781,55
1658265969,55
1658282799,55
1658284132,55
1658341011,56
1658425310,56
1658438101,56
1658446157,56
1658446785,56
1658460004,56
1658514131,56
1658536189,56
1658552506,56
1658614194,56
1658631652,56
1658698082,56
1658768591,56
1658788819,56
1658856132,56
1658878866,56
1658879072,56
1658965232,56
1659041782,56
1659049575,56
1659055055,56
1659106110,55
1659116097,55
1659126308,55
1659137081,55
1659154622,55
1659160562,55
1659197518,62
1659228149,62
1659229856,62
1659252439,62
1659298092,65
