CODE,PSY202H1-S-20229-LEC-5101
CAP,200
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,10
1657659562,10
1657678580,10
1657700377,10
1657734892,10
1657736031,10
1657737680,10
1657744796,10
1657780717,10
1657815723,10
1657827444,10
1657841424,10
1657851524,10
1657853756,10
1657868023,10
1657911025,50
1657914749,50
1657938204,50
1657991885,52
1658011963,52
1658085387,53
1658086283,53
1658101152,53
1658101473,53
1658117893,53
1658120808,53
1658149282,55
1658163609,55
1658192584,55
1658255580,170
1658255781,170
1658265969,170
1658282799,170
1658284132,170
1658341011,170
1658425310,172
1658438101,172
1658446157,172
1658446785,172
1658460004,172
1658514131,175
1658536189,175
1658552506,175
1658614194,175
1658631652,175
1658698082,175
1658768591,175
1658788819,175
1658856132,176
1658878866,176
1658879072,176
1658965232,176
1659041782,176
1659049575,176
1659055055,176
1659106110,176
1659116097,176
1659126308,176
1659137081,176
1659154622,176
1659160562,176
1659197518,260
1659228149,260
1659229856,260
1659252439,260
1659298092,261
