CODE,PSY341H1-S-20229-LEC-0101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,39
1657659562,39
1657678580,39
1657700377,39
1657734892,39
1657736031,39
1657737680,39
1657744796,39
1657780717,39
1657815723,41
1657827444,41
1657841424,41
1657851524,41
1657853756,41
1657868023,41
1657911025,80
1657914749,80
1657938204,80
1657991885,80
1658011963,80
1658085387,80
1658086283,80
1658101152,80
1658101473,80
1658117893,80
1658120808,80
1658149282,80
1658163609,80
1658192584,80
1658255580,86
1658255781,86
1658265969,86
1658282799,86
1658284132,86
1658341011,86
1658425310,86
1658438101,86
1658446157,86
1658446785,86
1658460004,86
1658514131,85
