CODE,PSY343H1-S-20229-LEC-0101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,2
1657560905,2
1657592491,2
1657598166,2
1657657537,23
1657659562,23
1657678580,23
1657700377,23
1657734892,23
1657736031,23
1657737680,23
1657744796,23
1657780717,23
1657815723,20
1657827444,20
1657841424,20
1657851524,20
1657853756,20
1657868023,20
1657911025,69
1657914749,69
1657938204,69
1657991885,68
1658011963,68
1658085387,68
1658086283,68
1658101152,68
1658101473,68
1658117893,68
1658120808,68
1658149282,69
1658163609,69
1658192584,69
1658255580,78
1658255781,78
1658265969,78
1658282799,78
1658284132,78
1658341011,78
1658425310,78
1658438101,78
1658446157,78
1658446785,78
1658460004,78
1658514131,78
1658536189,78
1658552506,78
1658614194,78
1658631652,78
1658698082,79
1658768591,79
1658788819,79
1658856132,79
1658878866,79
1658879072,79
1658965232,78
1659041782,78
1659049575,78
1659055055,78
1659106110,78
1659116097,78
1659126308,78
1659137081,78
1659154622,78
1659160562,78
1659197518,81
1659228149,81
1659229856,81
1659252439,81
1659298092,79
