CODE,PSY473H1-F-20229-LEC-0101
CAP,50
1656647689,0
1656655656,0
1656693722,0
1656799543,0
1657039029,0
1657124783,0
1657129900,0
1657154826,0
1657154927,0
1657157137,0
1657169424,0
1657171604,0
1657208564,0
1657224150,0
1657394888,0
1657522639,3
1657560897,3
1657592482,3
1657598158,3
1657657520,77
1657659549,77
1657678570,77
1657700365,77
1657734871,77
1657736010,77
1657737663,77
1657744779,77
1657780708,77
1657815709,77
1657827433,77
1657841414,77
1657851506,77
1657853745,77
1657868013,77
1657911016,82
1657914736,82
1657938194,82
1657991875,82
1658011950,82
1658085371,82
1658086263,82
1658101142,82
1658101460,82
1658117879,82
1658120793,82
1658149259,83
1658163599,83
1658192570,83
1658255570,83
1658255771,83
1658265950,83
1658282790,83
1658284116,83
1658341001,84
1658425295,85
1658438086,85
1658446145,85
1658446771,85
1658459993,85
1658514122,84
1658536177,84
1658552496,84
1658614184,83
1658631640,83
1658698072,83
1658768579,83
1658788810,83
1658856123,83
1658878855,83
1658879061,83
1658965224,83
1659041771,83
1659049567,83
1659055044,83
