CODE,PHL331H1-S-20229-LEC-0101
CAP,35
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,21
1657659562,21
1657678580,21
1657700377,21
1657734892,19
1657736031,19
1657737680,19
1657744796,19
1657780717,19
1657815723,19
1657827444,19
1657841424,19
1657851524,19
1657853756,19
1657868023,19
1657911025,37
1657914749,37
1657938204,37
1657991885,37
1658011963,37
1658085387,37
1658086283,37
1658101152,37
1658101473,37
1658117893,37
1658120808,37
1658149282,38
1658163609,38
1658192584,38
1658255580,45
1658255781,45
1658265969,45
1658282799,45
1658284132,45
1658341011,45
1658425310,46
1658438101,46
1658446157,46
1658446785,46
1658460004,46
1658514131,47
