CODE,PSY319H1-S-20229-LEC-0101
CAP,15
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,11
1657560905,11
1657592491,11
1657598166,11
1657657537,15
1657659562,15
1657678580,15
1657700377,15
1657734892,15
1657736031,15
1657737680,15
1657744796,15
1657780717,15
1657815723,15
1657827444,15
1657841424,15
1657851524,15
1657853756,15
1657868023,15
1657911025,16
1657914749,16
1657938204,16
1657991885,16
1658011963,16
1658085387,16
1658086283,16
1658101152,16
1658101473,16
1658117893,16
1658120808,16
1658149282,16
1658163609,16
1658192584,16
1658255580,16
1658255781,16
1658265969,16
1658282799,16
1658284132,16
1658341011,16
1658425310,16
1658438101,16
1658446157,16
1658446785,16
1658460004,16
1658514131,16
1658536189,16
1658552506,16
1658614194,16
1658631652,16
1658698082,16
1658768591,16
1658788819,16
1658856132,15
1658878866,15
1658879072,15
1658965232,15
1659041782,15
1659049575,15
1659055055,15
1659106110,15
1659116097,15
1659126308,15
1659137081,15
1659154622,15
1659160562,15
1659197518,16
1659228149,16
1659229856,16
1659252439,16
1659298092,17
