CODE,PHL334H1-S-20229-LEC-0101
CAP,35
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,14
1657659562,14
1657678580,14
1657700377,14
1657734892,15
1657736031,15
1657737680,15
1657744796,15
1657780717,15
1657815723,17
1657827444,17
1657841424,17
1657851524,17
1657853756,17
1657868023,17
1657911025,29
1657914749,29
1657938204,29
1657991885,31
1658011963,31
1658085387,31
1658086283,31
1658101152,31
1658101473,31
1658117893,31
1658120808,31
1658149282,32
1658163609,32
1658192584,32
1658255580,35
1658255781,35
1658265969,35
1658282799,35
1658284132,35
1658341011,33
1658425310,33
1658438101,33
1658446157,33
1658446785,33
1658460004,33
1658514131,33
