CODE,PHL317H1-S-20229-LEC-5101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,41
1657659562,41
1657678580,41
1657700377,41
1657734892,41
1657736031,41
1657737680,41
1657744796,41
1657780717,41
1657815723,43
1657827444,43
1657841424,43
1657851524,43
1657853756,43
1657868023,43
1657911025,76
1657914749,76
1657938204,76
1657991885,76
1658011963,76
1658085387,77
1658086283,77
1658101152,77
1658101473,77
1658117893,77
1658120808,77
1658149282,80
1658163609,80
1658192584,80
1658255580,83
1658255781,83
1658265969,83
1658282799,83
1658284132,83
1658341011,82
1658425310,82
1658438101,82
1658446157,82
1658446785,82
1658460004,82
1658514131,83
