CODE,PSY372H1-S-20229-LEC-0101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,36
1657659562,36
1657678580,36
1657700377,36
1657734892,35
1657736031,35
1657737680,35
1657744796,35
1657780717,35
1657815723,38
1657827444,38
1657841424,38
1657851524,38
1657853756,38
1657868023,38
1657911025,68
1657914749,68
1657938204,68
1657991885,69
1658011963,69
1658085387,69
1658086283,69
1658101152,69
1658101473,69
1658117893,69
1658120808,69
1658149282,69
1658163609,69
1658192584,69
1658255580,70
1658255781,70
1658265969,70
1658282799,70
1658284132,70
1658341011,69
1658425310,69
1658438101,69
1658446157,69
1658446785,69
1658460004,69
1658514131,69
1658536189,69
1658552506,69
1658614194,69
1658631652,69
1658698082,70
1658768591,70
1658788819,70
1658856132,70
1658878866,70
1658879072,70
1658965232,70
1659041782,69
1659049575,69
1659055055,69
1659106110,69
1659116097,69
1659126308,69
1659137081,69
1659154622,69
1659160562,69
1659197518,72
1659228149,72
1659229856,72
1659252439,72
1659298092,72
