CODE,PSY331H1-F-20229-LEC-0101
CAP,50
1656647689,0
1656655656,0
1656693722,0
1656799543,0
1657039029,0
1657124783,0
1657129900,0
1657154826,0
1657154927,0
1657157137,0
1657169424,0
1657171604,0
1657208564,0
1657224150,0
1657394888,0
1657522639,2
1657560897,2
1657592482,2
1657598158,2
1657657520,26
1657659549,26
1657678570,26
1657700365,26
1657734871,27
1657736010,27
1657737663,27
1657744779,27
1657780708,27
1657815709,28
1657827433,28
1657841414,28
1657851506,28
1657853745,28
1657868013,28
1657911016,65
1657914736,65
1657938194,65
1657991875,65
1658011950,65
1658085371,65
1658086263,65
1658101142,65
1658101460,65
1658117879,65
1658120793,65
1658149259,65
1658163599,65
1658192570,65
1658255570,65
1658255771,65
1658265950,65
1658282790,65
1658284116,65
1658341001,65
1658425295,66
1658438086,66
1658446145,66
1658446771,66
1658459993,66
1658514122,66
1658536177,66
1658552496,66
1658614184,66
1658631640,66
1658698072,67
1658768579,67
1658788810,67
1658856123,67
1658878855,67
1658879061,67
1658965224,67
1659041771,67
1659049567,67
1659055044,67
1659106101,66
1659116089,66
1659126296,66
1659137072,66
1659154611,66
1659160554,66
1659197509,71
1659228141,71
1659229848,71
1659252431,71
1659298084,70
