CODE,PSY332H1-S-20229-LEC-5101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,35
1657659562,35
1657678580,35
1657700377,35
1657734892,34
1657736031,34
1657737680,34
1657744796,34
1657780717,34
1657815723,34
1657827444,34
1657841424,34
1657851524,34
1657853756,34
1657868023,34
1657911025,58
1657914749,58
1657938204,58
1657991885,58
1658011963,58
1658085387,58
1658086283,58
1658101152,58
1658101473,58
1658117893,58
1658120808,58
1658149282,58
1658163609,58
1658192584,58
1658255580,59
1658255781,59
1658265969,59
1658282799,59
1658284132,59
1658341011,58
1658425310,58
1658438101,58
1658446157,58
1658446785,58
1658460004,58
1658514131,58
1658536189,58
1658552506,58
1658614194,58
1658631652,58
1658698082,58
1658768591,58
1658788819,58
1658856132,59
1658878866,59
1658879072,59
