CODE,PHL344H1-S-20229-LEC-0101
CAP,35
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,12
1657659562,12
1657678580,12
1657700377,12
1657734892,14
1657736031,14
1657737680,14
1657744796,14
1657780717,14
1657815723,15
1657827444,15
1657841424,15
1657851524,15
1657853756,15
1657868023,15
1657911025,48
1657914749,48
1657938204,48
1657991885,47
1658011963,47
1658085387,48
1658086283,48
1658101152,48
1658101473,48
1658117893,48
1658120808,48
1658149282,48
1658163609,48
1658192584,48
1658255580,52
1658255781,52
1658265969,52
1658282799,52
1658284132,52
1658341011,53
1658425310,53
1658438101,53
1658446157,53
1658446785,53
1658460004,53
1658514131,53
1658536189,53
1658552506,53
1658614194,53
1658631652,53
1658698082,53
1658768591,53
1658788819,53
1658856132,53
1658878866,53
1658879072,53
1658965232,53
1659041782,53
1659049575,53
1659055055,53
