CODE,PSY359H1-F-20229-LEC-0101
CAP,15
1656647689,0
1656655656,0
1656693722,0
1656799543,0
1657039029,0
1657124783,0
1657129900,0
1657154826,0
1657154927,0
1657157137,0
1657169424,0
1657171604,0
1657208564,0
1657224150,0
1657394888,0
1657522639,14
1657560897,14
1657592482,14
1657598158,14
1657657520,22
1657659549,22
1657678570,22
1657700365,22
1657734871,22
1657736010,22
1657737663,22
1657744779,22
1657780708,22
1657815709,22
1657827433,22
1657841414,22
1657851506,22
1657853745,22
1657868013,22
1657911016,23
1657914736,23
1657938194,23
1657991875,23
1658011950,23
1658085371,23
1658086263,23
1658101142,23
1658101460,23
1658117879,23
1658120793,23
1658149259,23
1658163599,23
1658192570,23
1658255570,23
1658255771,23
1658265950,23
1658282790,23
1658284116,23
1658341001,23
1658425295,21
1658438086,21
1658446145,21
1658446771,21
1658459993,21
1658514122,21
1658536177,21
1658552496,21
1658614184,21
1658631640,21
1658698072,21
1658768579,21
1658788810,21
1658856123,21
1658878855,21
1658879061,21
1658965224,21
1659041771,21
1659049567,21
1659055044,21
