CODE,PSY455H1-S-20229-LEC-5101
CAP,30
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,13
1657659562,13
1657678580,13
1657700377,13
1657734892,13
1657736031,13
1657737680,13
1657744796,13
1657780717,13
1657815723,13
1657827444,13
1657841424,13
1657851524,13
1657853756,13
1657868023,13
1657911025,13
1657914749,13
1657938204,13
1657991885,13
1658011963,13
1658085387,13
1658086283,13
1658101152,13
1658101473,13
1658117893,13
1658120808,13
1658149282,12
1658163609,12
1658192584,12
1658255580,12
1658255781,12
1658265969,12
1658282799,12
1658284132,12
1658341011,12
1658425310,13
1658438101,13
1658446157,13
1658446785,13
1658460004,13
1658514131,13
1658536189,13
1658552506,13
1658614194,13
1658631652,13
1658698082,13
1658768591,13
1658788819,13
1658856132,13
1658878866,13
1658879072,13
1658965232,13
1659041782,13
1659049575,13
1659055055,13
