CODE,PSY326H1-S-20229-LEC-0101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,26
1657659562,26
1657678580,26
1657700377,26
1657734892,27
1657736031,27
1657737680,27
1657744796,27
1657780717,27
1657815723,27
1657827444,27
1657841424,27
1657851524,27
1657853756,27
1657868023,27
1657911025,61
1657914749,61
1657938204,61
1657991885,60
1658011963,60
1658085387,60
1658086283,60
1658101152,60
1658101473,60
1658117893,60
1658120808,60
1658149282,60
1658163609,60
1658192584,60
1658255580,61
1658255781,61
1658265969,61
1658282799,61
1658284132,61
1658341011,61
1658425310,61
1658438101,61
1658446157,61
1658446785,61
1658460004,61
1658514131,61
