CODE,PSY313H1-S-20229-LEC-5101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,1
1657560905,1
1657592491,1
1657598166,1
1657657537,14
1657659562,14
1657678580,14
1657700377,14
1657734892,15
1657736031,15
1657737680,15
1657744796,15
1657780717,15
1657815723,15
1657827444,15
1657841424,15
1657851524,15
1657853756,15
1657868023,15
1657911025,38
1657914749,38
1657938204,38
1657991885,39
1658011963,39
1658085387,40
1658086283,40
1658101152,40
1658101473,40
1658117893,40
1658120808,40
1658149282,42
1658163609,42
1658192584,42
1658255580,46
1658255781,46
1658265969,46
1658282799,46
1658284132,46
1658341011,46
1658425310,46
1658438101,46
1658446157,46
1658446785,46
1658460004,46
1658514131,47
1658536189,47
1658552506,47
1658614194,47
1658631652,47
1658698082,48
1658768591,49
1658788819,49
1658856132,49
1658878866,49
1658879072,49
1658965232,48
1659041782,47
1659049575,47
1659055055,47
1659106110,47
1659116097,47
1659126308,47
1659137081,47
1659154622,47
1659160562,47
1659197518,59
1659228149,59
1659229856,59
1659252439,59
1659298092,62
