CODE,PSY260H1-S-20229-LEC-0101
CAP,188
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,4
1657659562,4
1657678580,4
1657700377,4
1657734892,4
1657736031,4
1657737680,4
1657744796,4
1657780717,4
1657815723,4
1657827444,4
1657841424,4
1657851524,4
1657853756,4
1657868023,4
1657911025,18
1657914749,18
1657938204,18
1657991885,17
1658011963,17
1658085387,17
1658086283,17
1658101152,17
1658101473,17
1658117893,17
1658120808,17
1658149282,17
1658163609,17
1658192584,17
1658255580,134
1658255781,134
1658265969,134
1658282799,134
1658284132,134
1658341011,133
1658425310,134
1658438101,134
1658446157,134
1658446785,134
1658460004,134
1658514131,134
1658536189,134
1658552506,134
1658614194,135
1658631652,135
1658698082,135
1658768591,136
1658788819,136
1658856132,136
1658878866,136
1658879072,136
1658965232,137
1659041782,137
1659049575,137
1659055055,137
1659106110,137
1659116097,137
1659126308,137
1659137081,137
1659154622,137
1659160562,137
1659197518,221
1659228149,221
1659229856,221
1659252439,221
1659298092,221
