CODE,PSY450H1-S-20229-LEC-5101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,1
1657560905,1
1657592491,1
1657598166,1
1657657537,54
1657659562,54
1657678580,54
1657700377,54
1657734892,54
1657736031,54
1657737680,54
1657744796,54
1657780717,54
1657815723,57
1657827444,57
1657841424,57
1657851524,57
1657853756,57
1657868023,57
1657911025,63
1657914749,63
1657938204,63
1657991885,63
1658011963,63
1658085387,63
1658086283,63
1658101152,63
1658101473,63
1658117893,63
1658120808,63
1658149282,62
1658163609,62
1658192584,62
1658255580,63
1658255781,63
1658265969,63
1658282799,63
1658284132,63
1658341011,64
1658425310,64
1658438101,64
1658446157,64
1658446785,64
1658460004,64
1658514131,64
