CODE,PSY321H1-S-20229-LEC-0101
CAP,50
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,1
1657560905,1
1657592491,1
1657598166,1
1657657537,24
1657659562,24
1657678580,24
1657700377,24
1657734892,24
1657736031,24
1657737680,24
1657744796,24
1657780717,24
1657815723,25
1657827444,25
1657841424,25
1657851524,25
1657853756,25
1657868023,25
1657911025,61
1657914749,61
1657938204,61
1657991885,61
1658011963,61
1658085387,61
1658086283,61
1658101152,61
1658101473,61
1658117893,61
1658120808,61
1658149282,61
1658163609,61
1658192584,61
1658255580,66
1658255781,66
1658265969,66
1658282799,66
1658284132,66
1658341011,66
1658425310,66
1658438101,66
1658446157,66
1658446785,66
1658460004,66
1658514131,65
1658536189,65
1658552506,65
1658614194,65
1658631652,65
1658698082,65
1658768591,65
1658788819,65
1658856132,65
1658878866,65
1658879072,65
1658965232,65
1659041782,64
1659049575,64
1659055055,64
