CODE,PSY312H1-F-20229-LEC-0101
CAP,50
1656647689,0
1656655656,0
1656693722,0
1656799543,0
1657039029,0
1657124783,0
1657129900,0
1657154826,0
1657154927,0
1657157137,0
1657169424,0
1657171604,0
1657208564,0
1657224150,0
1657394888,0
1657522639,0
1657560897,0
1657592482,0
1657598158,0
1657657520,15
1657659549,15
1657678570,15
1657700365,15
1657734871,16
1657736010,16
1657737663,16
1657744779,16
1657780708,16
1657815709,15
1657827433,15
1657841414,15
1657851506,15
1657853745,15
1657868013,15
1657911016,34
1657914736,34
1657938194,34
1657991875,37
1658011950,37
1658085371,37
1658086263,37
1658101142,37
1658101460,37
1658117879,37
1658120793,37
1658149259,37
1658163599,37
1658192570,37
1658255570,41
1658255771,41
1658265950,41
1658282790,41
1658284116,41
1658341001,39
1658425295,38
1658438086,38
1658446145,38
1658446771,38
1658459993,38
1658514122,39
1658536177,39
1658552496,39
1658614184,39
1658631640,39
1658698072,40
1658768579,40
1658788810,40
1658856123,40
1658878855,40
1658879061,40
1658965224,40
1659041771,40
1659049567,40
1659055044,40
